sk_games,date,team,opponent,real_score,opponent_real_score
3f8d5eb407463524ba671c5599c31f29,2022-04-29,Columbus Blue Jackets,Pittsburgh Penguins,3,5
c99e2c6385453f17c98d8f34694965a2,2022-01-26,Columbus Blue Jackets,Calgary Flames,6,0
b379989e4601e684166d228d5b5747ba,2021-11-06,Columbus Blue Jackets,Colorado Avalanche,2,4
c686e01e976ba554059db7aa4211edd5,2022-04-09,Columbus Blue Jackets,Detroit Red Wings,5,4
a353c634680f9fb1cc6f0823f6f2ffda,2022-01-27,Columbus Blue Jackets,New York Rangers,3,5
857c0821d57c2b03726df93dde4b563f,2021-12-09,Columbus Blue Jackets,Anaheim Ducks,1,2
abd8b9cde7947ffb92aedd42f8498b31,2021-12-11,Columbus Blue Jackets,Seattle Kraken,5,4
62cb1e5671671bae0fbda1bb014e363a,2022-01-30,Columbus Blue Jackets,Montreal Canadiens,6,3
e80b0d223c61ed25f0b3fb0d12512b61,2022-03-19,Columbus Blue Jackets,St Louis Blues,4,5
a70778174ec3b5b83205456dde28e4bc,2021-12-05,Columbus Blue Jackets,San Jose Sharks,4,6
c8118f6394af47e2e4f9699376eba10e,2021-12-02,Columbus Blue Jackets,Dallas Stars,2,3
ed003c2bbc6461e6ca893c4545d611d0,2022-03-05,Columbus Blue Jackets,Boston Bruins,4,5
0b02e5d9d938438a84d23d62f7de25b7,2021-11-03,Columbus Blue Jackets,Colorado Avalanche,5,4
cf506b25dc80758617031d509bd2d1c7,2022-04-22,Columbus Blue Jackets,Ottawa Senators,2,1
28590bdef5c0c53b5d797d0462e87164,2022-01-31,Columbus Blue Jackets,Florida Panthers,8,4
a46ebd7582c85a858c26b58b63498dd9,2021-10-31,Columbus Blue Jackets,New Jersey Devils,4,3
de9d472eb2d02d78550a15619910fbc7,2022-02-08,Columbus Blue Jackets,Washington Capitals,5,4
cbabd5d566f0b64a2502e8012ad721fa,2021-12-14,Columbus Blue Jackets,Vancouver Canucks,3,4
2829cb2db65c18297ce383fbcba38b1c,2022-03-17,Columbus Blue Jackets,Washington Capitals,7,2
b3272c0bcaad6ab3079ebb349a88e581,2022-04-07,Columbus Blue Jackets,Philadelphia Flyers,4,1
41a7a7db81864e770db8a59d3131f659,2022-02-10,Columbus Blue Jackets,Buffalo Sabres,3,4
452263372a39f4b4702c34ede57f0b43,2021-10-29,Columbus Blue Jackets,New York Rangers,0,4
2274283e0d1c52f99142e6a95edc0cbe,2022-03-16,Columbus Blue Jackets,Ottawa Senators,4,1
d2798b96ce61acf9b127ab431feb28c9,2022-02-12,Columbus Blue Jackets,Montreal Canadiens,2,1
edff48c689872915a8d8167015400e7b,2022-04-24,Columbus Blue Jackets,Edmonton Oilers,2,5
5bbf0ed29d6bb723c92ce8c6f92846c4,2022-04-26,Columbus Blue Jackets,Tampa Bay Lightning,1,4
a78b2aa37f917bc0615a17f8dc5e8fc1,2021-10-25,Columbus Blue Jackets,Dallas Stars,1,4
5677396efbae3edc49dcf01c273a1315,2022-02-15,Columbus Blue Jackets,Calgary Flames,2,6
cc85e09eb9c85c6e83150e3772392d21,2022-02-17,Columbus Blue Jackets,Chicago Blackhawks,7,4
68cb0b02f54b3e6139f628c8e1aee6ae,2022-03-13,Columbus Blue Jackets,Vegas Golden Knights,4,6
fa8cf8edc3059931f3891d1593c8927d,2021-10-23,Columbus Blue Jackets,Carolina Hurricanes,1,5
9f3f9ac2e8b47af1d50471c91a12fd4a,2022-02-20,Columbus Blue Jackets,Buffalo Sabres,7,3
706603689f668b06aae91172762a675d,2021-10-21,Columbus Blue Jackets,New York Islanders,2,3
1d99e0401adb621bf92feb9d65d211b6,2022-02-22,Columbus Blue Jackets,Toronto Maple Leafs,3,4
203072149537cf77ca52ee028ac1153d,2022-04-04,Columbus Blue Jackets,Boston Bruins,2,3
8cbad9c432019bba79f990c515100721,2022-04-05,Columbus Blue Jackets,Philadelphia Flyers,4,2
5704fb51bc597e9487c2736ce2b3dd34,2022-02-27,Columbus Blue Jackets,Pittsburgh Penguins,3,2
4b37d676833b7e387d74486e68614d05,2022-03-11,Columbus Blue Jackets,Minnesota Wild,2,3
3c14a6db23e2d743f65458dc0fcb9663,2022-02-24,Columbus Blue Jackets,Florida Panthers,6,3
308ecccb2d843f865ce75995650f4484,2022-04-28,Columbus Blue Jackets,Tampa Bay Lightning,2,5
92c6790359be33e0a5d07ca6e30c45a5,2021-12-04,Columbus Blue Jackets,Washington Capitals,1,3
6a6950fc1447917366dfe7345b694b1b,2021-10-19,Columbus Blue Jackets,Detroit Red Wings,1,4
3f3d3dbcc7b033bd1a29afc67ab682a1,2021-11-27,Columbus Blue Jackets,St Louis Blues,3,6
a5de6b89ec8330351041c43e5b9e6111,2021-10-16,Columbus Blue Jackets,Seattle Kraken,1,2
6dd64fd397c36eddf27d8008ffe4fe24,2021-12-30,Columbus Blue Jackets,Nashville Predators,3,4
4338929acd5749744f09a75dc92ee9cc,2022-03-31,Columbus Blue Jackets,New York Islanders,2,5
406b5fc451f679174348d69d1771a612,2022-01-01,Columbus Blue Jackets,Carolina Hurricanes,4,7
552eb851017909c2d17d2bf7eb3a3502,2021-11-26,Columbus Blue Jackets,Vancouver Canucks,2,4
71c80ff47d524e41fbb3cf86c191e248,2021-11-24,Columbus Blue Jackets,Winnipeg Jets,0,3
b87c3295b4752932e5f5eeb5009a74f1,2021-10-14,Columbus Blue Jackets,Arizona Coyotes,8,2
5401de02caa5fe450d81a1b6754a9485,2022-01-04,Columbus Blue Jackets,Tampa Bay Lightning,7,2
72faea3ef03d366bda7ac37b66e72d72,2022-03-29,Columbus Blue Jackets,New York Islanders,4,3
b6c538894c833db4498ca65bda1a7cdc,2022-01-08,Dallas Stars,Pittsburgh Penguins,2,3
ab09ce2223fbcb2b5dd03b447cdaa7b9,2022-03-04,Dallas Stars,Winnipeg Jets,4,3
899dcb4785c9f9509343473e58884743,2022-03-06,Dallas Stars,Minnesota Wild,6,3
0757588e855bcf6558b3aed8fd18c119,2021-10-16,Dallas Stars,Boston Bruins,3,1
43ffcabdff346e79a22bfa53f981185b,2021-10-17,Dallas Stars,Ottawa Senators,2,3
51e2dd50d5e90254dc332578d2e63abf,2021-10-19,Dallas Stars,Pittsburgh Penguins,2,1
7eaf1ab347398bd442898e1f41372a2e,2022-04-27,Dallas Stars,Arizona Coyotes,3,4
6880d01ee6e9f510a515b73509470d2a,2021-10-22,Dallas Stars,Los Angeles Kings,2,3
dab230410f022f4b8064946e4e5a227f,2022-04-26,Dallas Stars,Vegas Golden Knights,2,3
4f3da2df67f45f720270932736bf7638,2021-10-25,Dallas Stars,Columbus Blue Jackets,4,1
5015f170bacda9e4bed6385388d70354,2021-10-27,Dallas Stars,Vegas Golden Knights,3,2
de7d8011daa6dc0e5c9bae3cfa16a66f,2021-10-29,Dallas Stars,Ottawa Senators,4,1
ebb5cd25853543471c3ace7de5806c92,2022-04-23,Dallas Stars,Seattle Kraken,2,3
2f7ad999a97362a6ca65aa4141fdc728,2021-11-02,Dallas Stars,Winnipeg Jets,3,4
ccd84a63d487733ee3a20c7d781659d8,2022-04-21,Dallas Stars,Calgary Flames,4,2
26644a847232030b12ffaabe6c9bfac9,2021-11-04,Dallas Stars,Calgary Flames,3,4
c4732b0d819b62c78dc69bc9213549d5,2022-04-20,Dallas Stars,Edmonton Oilers,2,5
e90a19ef8ae7dcbf5bdc27aa4f62b337,2021-11-07,Dallas Stars,Vancouver Canucks,3,6
90cb93a530791e28cc215279a156e7d4,2021-11-10,Dallas Stars,Nashville Predators,4,2
ae600cf798f918036d585b63591eb30c,2022-04-18,Dallas Stars,Vancouver Canucks,2,6
140b9177d7f9c073eac9e2e0d239f8f4,2021-11-13,Dallas Stars,Philadelphia Flyers,2,5
21ff4746e5947dbac24392b563d02b62,2022-04-16,Dallas Stars,San Jose Sharks,1,2
42d43bbde8fc326e0d752cf5fffaef36,2021-11-16,Dallas Stars,Detroit Red Wings,2,5
32f7ac5d67c9b0fd9994273b653ff0e1,2022-04-14,Dallas Stars,Minnesota Wild,3,2
82968e01fa654c0b3dc33b18e9b13033,2021-11-18,Dallas Stars,Minnesota Wild,2,7
e381378f0c6f5d3c3e1cc8bb596ef80b,2021-11-20,Dallas Stars,St Louis Blues,1,4
71560bd4e0cce97dbd25a1e0700c1adc,2021-11-23,Dallas Stars,Edmonton Oilers,1,4
59039b1f9e2b083fb034cac4b8f8ee1d,2022-04-12,Dallas Stars,Tampa Bay Lightning,0,1
35ea00bb3915ef70fa12c2f53892ac48,2021-11-26,Dallas Stars,Colorado Avalanche,3,1
e7684b5853422c0a59314e8ee7b5c8df,2022-04-10,Dallas Stars,Chicago Blackhawks,4,6
d50d032972da9689d1652b8a97216ed9,2021-11-27,Dallas Stars,Arizona Coyotes,2,3
2ddb2c7bb04a79da6d043e06a4dc577b,2021-11-30,Dallas Stars,Carolina Hurricanes,4,1
1de56b3acae85e2dd2f0441dded0fa33,2022-04-09,Dallas Stars,New Jersey Devils,3,1
96cebd5013dbecb20d7846a420f758e1,2021-12-02,Dallas Stars,Columbus Blue Jackets,3,2
4df87522faadb92e146f63746ee58c61,2022-04-07,Dallas Stars,Toronto Maple Leafs,4,3
a61f7249386c5a909a782f03b193213f,2021-12-06,Dallas Stars,Arizona Coyotes,4,1
e6464483360d5cbc03bb72eb3d68b040,2021-12-08,Dallas Stars,Vegas Golden Knights,4,5
f107f2eef54718e49f6232305ff87819,2022-04-05,Dallas Stars,New York Islanders,2,3
5a0468e42419076a715baac2e9d2fafc,2021-12-09,Dallas Stars,Los Angeles Kings,0,4
85c29b1f7f933d31fd5fd32c0abe5e32,2022-04-29,Dallas Stars,Anaheim Ducks,4,2
04188c52f93ba4d4f02400dd2b2089bf,2021-12-11,Dallas Stars,San Jose Sharks,1,2
2c28fbf8708b601adda3c3bb47fecaac,2022-04-03,Dallas Stars,Seattle Kraken,1,4
fd2dcee5aa571cbcb452a1b0737a4ca5,2021-12-14,Dallas Stars,St Louis Blues,4,1
346e7910338888eae7e6e9f4b2843ddf,2022-04-02,Dallas Stars,San Jose Sharks,5,4
37f82980a73d3ec9e7422b3fd7d9cff9,2021-12-17,Dallas Stars,St Louis Blues,1,4
a5a623471d31f0422c0ea83ddd8dd782,2021-12-18,Dallas Stars,Chicago Blackhawks,4,3
758c215af1d8d73d20ead8175444d5b5,2021-12-20,Dallas Stars,Minnesota Wild,4,7
04e94bc1d94b723e971bbc3870ec13a5,2022-03-31,Dallas Stars,Anaheim Ducks,2,3
f69d3030f48b837f99e563f3d943e6df,2021-10-14,Dallas Stars,New York Rangers,3,2
13f4390f3bf6263e704a770bcc0ffb26,2022-03-29,Dallas Stars,Anaheim Ducks,2,3
cc0673655352bc96ea4004b2709d23e2,2022-01-06,Dallas Stars,Florida Panthers,5,6
8f53547b1eb66de43f875271e70d4d75,2022-01-09,Dallas Stars,St Louis Blues,1,2
60552609411db53a6087d5e064946585,2022-01-12,Dallas Stars,Seattle Kraken,2,5
38477985ab6914c2593f067f8d4f66f2,2022-01-14,Dallas Stars,Florida Panthers,1,7
033a18e21b13207f3808f09c183fea0e,2022-03-26,Dallas Stars,Vancouver Canucks,4,1
77d213d8d95700ac84aa92aff2df889e,2022-01-15,Dallas Stars,Tampa Bay Lightning,1,3
f320888be64727e5d8669b5d7ceb715b,2022-03-24,Dallas Stars,Carolina Hurricanes,3,4
7ddb8310933fb2eb3efd1e5a5752c430,2022-01-18,Dallas Stars,Montreal Canadiens,5,3
63540c67d3a38a513fd8cce01505794c,2022-01-20,Dallas Stars,Buffalo Sabres,4,5
9c4122c764f64e19fb7166a140b39cbc,2022-01-21,Dallas Stars,Detroit Red Wings,5,4
15eab4bbcccf01af6f848c37e6172a7d,2022-03-22,Dallas Stars,Edmonton Oilers,3,5
85c1d149e788a1e5196009ec640a5326,2022-01-24,Dallas Stars,Philadelphia Flyers,3,1
86a77407d44dbd97780bc2c5783e4ade,2022-01-25,Dallas Stars,New Jersey Devils,5,1
14ee78aba4d13d00e993333e40210cfa,2022-03-20,Dallas Stars,Washington Capitals,3,2
4950da89d1ac7f4d2ba6b03fad2236a2,2022-03-19,Dallas Stars,New York Islanders,2,4
8a608e1b32ec349c22bf34219c4e964f,2022-01-28,Dallas Stars,Washington Capitals,5,0
eea000475b6c1965f97099cd38912c70,2022-01-30,Dallas Stars,Boston Bruins,6,1
ecd78dec448c45230a8732b98668718b,2022-02-01,Dallas Stars,Calgary Flames,3,4
990fe016dbff82954cf75b275bedf200,2022-03-17,Dallas Stars,Montreal Canadiens,4,3
536272fe2674bd8922d3f6bbe32b03ab,2022-02-09,Dallas Stars,Nashville Predators,3,4
fe49be01a799c130e833695960b20819,2022-02-11,Dallas Stars,Winnipeg Jets,3,4
f881afa2499b980533d17d2ca82870f2,2022-03-15,Dallas Stars,Toronto Maple Leafs,0,4
6d5630684bd67473524925bacfad94af,2022-02-13,Dallas Stars,Colorado Avalanche,0,4
500bc488786122260354205b7a5a2b30,2022-02-15,Dallas Stars,Colorado Avalanche,1,4
7bff252ce96041d26260f9ad2a5902ac,2022-02-18,Dallas Stars,Chicago Blackhawks,0,1
2428a9d350b66c1c182f8547ebe67f89,2022-03-12,Dallas Stars,New York Rangers,7,4
cca037e4131c9dabb09d930a9b1794b1,2022-02-20,Dallas Stars,Arizona Coyotes,3,1
80e215fc4b64c4a6a4f9d6001054b7f7,2022-02-23,Dallas Stars,Winnipeg Jets,2,3
1d394c0fad2a7533c9e4c8ab96b4ff5a,2022-02-24,Dallas Stars,Nashville Predators,1,2
c68fd70de8dac8472daf98b4d28cccca,2022-02-27,Dallas Stars,Buffalo Sabres,4,2
8169fd85046613db64ca42b897029a74,2022-03-08,Dallas Stars,Nashville Predators,1,2
e96d33716f3d6aee3599fdbacb92f4ef,2022-03-02,Dallas Stars,Los Angeles Kings,3,4
d346f9b32a4244af97d67b1f03d7e0e4,2021-12-04,Detroit Red Wings,New York Islanders,3,4
f87f13962e062d2a01c2696ce79aaba5,2022-02-12,Detroit Red Wings,Philadelphia Flyers,2,4
9e087644c5be79973c98a7d7609e7685,2021-11-24,Detroit Red Wings,St Louis Blues,2,4
f24f7270ccf4ba3cf4b640998fca8637,2022-02-17,Detroit Red Wings,New York Rangers,3,2
8942aea52d86758c6a3a351e94dc3b7d,2022-01-21,Detroit Red Wings,Dallas Stars,4,5
655a8b327e6bec8fd9367cd5fb017c9d,2021-12-16,Detroit Red Wings,Carolina Hurricanes,5,3
26f14a03a5d989b700d0f1d2020e4630,2022-03-30,Detroit Red Wings,New York Rangers,5,4
1a5288cd45ca6e27b16c4fa0b71fcf38,2021-11-11,Detroit Red Wings,Washington Capitals,2,0
34d5b9dbe0b3aa4f53ffd5f2f7da6341,2021-12-09,Detroit Red Wings,St Louis Blues,2,6
ea88fc89a7b235d4229e22c336092866,2022-01-28,Detroit Red Wings,Pittsburgh Penguins,3,2
b8ff91914a2b18314ab29d0305e0ee52,2022-03-17,Detroit Red Wings,Vancouver Canucks,1,0
22481a91f20c58124976cf92b5c881d7,2021-10-24,Detroit Red Wings,Chicago Blackhawks,3,6
c1b6ab4b356f06996c7724e6d498dd26,2022-01-31,Detroit Red Wings,Anaheim Ducks,2,1
92bf96e065e1a5cea769370b20a8b50a,2022-01-26,Detroit Red Wings,Chicago Blackhawks,5,8
c0aad8b6e4b066005c5cd1a311a16478,2021-11-06,Detroit Red Wings,Buffalo Sabres,3,4
b87712f45941a61703eb3a11985b2111,2022-01-02,Detroit Red Wings,Boston Bruins,1,5
d365fd51f8ccbf9a71cbf9d909f08e7c,2021-12-07,Detroit Red Wings,Nashville Predators,5,2
fed384b9f1b22b214cd308b95818e5c2,2021-11-13,Detroit Red Wings,Montreal Canadiens,2,3
21101796beb7afecbc23eee42881ed3d,2022-03-24,Detroit Red Wings,New York Islanders,2,5
c0596b2d32ad8eee13f8bf679b12fb70,2021-11-07,Detroit Red Wings,Vegas Golden Knights,2,5
ffe73bd52eede900c9743f36ce5e7458,2022-04-26,Detroit Red Wings,Toronto Maple Leafs,0,3
d9d965bff710b8ef69cb0b2b5b672781,2022-03-12,Detroit Red Wings,Calgary Flames,3,0
ca39c3d403898993195f2e61aa8e7ad3,2022-04-03,Detroit Red Wings,Ottawa Senators,2,5
47138e021fbaca8f6b6bf1abe56abddf,2022-04-17,Detroit Red Wings,Florida Panthers,6,1
64e8b44f38d90fe3dea641435353e362,2021-12-18,Detroit Red Wings,New Jersey Devils,2,5
a40f98d982d2ad9c58daaa8097177d99,2022-01-17,Detroit Red Wings,Buffalo Sabres,2,3
bd983aa5fb759a2af0fd73cab18420b3,2022-03-05,Detroit Red Wings,Florida Panthers,2,6
db95e6c79299bf967cced7f5cd52ba25,2021-11-20,Detroit Red Wings,Arizona Coyotes,2,1
f08c1e6bd913c1bce8b076e26101f2db,2022-02-09,Detroit Red Wings,Philadelphia Flyers,6,3
d7efe7608d4651662fa23ab1a0d7c09f,2022-04-01,Detroit Red Wings,Ottawa Senators,5,2
4dbe1899a7aa68e8e55b5a3fbff3d959,2021-10-27,Detroit Red Wings,Washington Capitals,3,2
ae1cd9bbd91afebcbb0e84b227b7df51,2021-12-14,Detroit Red Wings,New York Islanders,1,2
ad1be16f52495166d434708848efebf0,2021-11-02,Detroit Red Wings,Montreal Canadiens,0,3
5e4a29dd2402803a84be3dd9dab0ef95,2021-10-29,Detroit Red Wings,Florida Panthers,3,2
656694fbcff2b658733a9586fd8efc49,2022-04-23,Detroit Red Wings,Pittsburgh Penguins,7,2
4465854093428d0ea8c91e0901057aab,2022-03-08,Detroit Red Wings,Arizona Coyotes,2,9
fe06072ac56a7fff8b44c34e896d8fd8,2022-04-21,Detroit Red Wings,Florida Panthers,2,5
8adccf14959c9df5327ff80375f85a5c,2021-10-16,Detroit Red Wings,Vancouver Canucks,1,3
8407932ae67b70aed56df8a2b699bfc5,2022-01-15,Detroit Red Wings,Buffalo Sabres,4,0
ffd9c80c61ce1d163a8485d88acc10cb,2022-02-14,Detroit Red Wings,Minnesota Wild,4,7
155196805d260250a57da0119653ae51,2022-03-01,Detroit Red Wings,Carolina Hurricanes,4,3
7c60be68a58c194d52f3990c4fa010e4,2022-04-24,Detroit Red Wings,New Jersey Devils,3,0
27ca586378da042c0e08721ac303084a,2022-02-26,Detroit Red Wings,Toronto Maple Leafs,0,7
056735e04425c489b30acc9945c2d81d,2022-03-22,Detroit Red Wings,Philadelphia Flyers,3,6
2ac6f94b2b1dc137f5d8861655cfe7e7,2022-04-16,Detroit Red Wings,New York Rangers,0,4
7c5b8f4987a6a199ef369032a7d1c7d2,2021-12-01,Detroit Red Wings,Seattle Kraken,3,4
388848bfc2b9b6e8521d60cc1efeb156,2021-11-27,Detroit Red Wings,Buffalo Sabres,3,2
1ba65a819932d891a75de6b2eeb637c4,2021-11-15,Detroit Red Wings,Columbus Blue Jackets,5,3
c2269df6bd87e058e0ddde1dd4b08ce4,2022-04-09,Detroit Red Wings,Columbus Blue Jackets,4,5
bb49cfdea6460a616e5bf3f9266f8205,2022-04-19,Detroit Red Wings,Tampa Bay Lightning,4,3
d61c8672c873751f2d82e3b6615484f9,2022-03-04,Detroit Red Wings,Tampa Bay Lightning,1,3
548a465bb69f94443ee5e5a3f82cbd90,2022-03-10,Detroit Red Wings,Minnesota Wild,6,5
1d00e3e73ecc86108242c1e42a97623a,2021-10-19,Detroit Red Wings,Columbus Blue Jackets,4,1
200f007226debcc89af643f0483a85a9,2022-04-06,Detroit Red Wings,Winnipeg Jets,3,1
1392a644a6e1c86983ae80e89c1657d5,2021-10-21,Detroit Red Wings,Calgary Flames,0,3
c6276c7fc95159a371b50dd02a02cfc8,2021-11-16,Detroit Red Wings,Dallas Stars,5,2
3fef8f4aa1eabdd0fe7c93230374f216,2021-10-23,Detroit Red Wings,Montreal Canadiens,1,6
74e0b36b53e3002e2c957dd1156a61f3,2022-03-26,Detroit Red Wings,Tampa Bay Lightning,2,1
350f93319e2d3a2ab45b21d25b62360c,2022-01-13,Detroit Red Wings,Winnipeg Jets,3,0
a5087e63f86607b1f9383f1678e95322,2021-10-30,Detroit Red Wings,Toronto Maple Leafs,4,5
8e02a7370b10583adcc8b0fd70e64407,2022-02-02,Detroit Red Wings,Los Angeles Kings,5,3
674fbd35afa71c38ba25e895bb2b0418,2022-01-22,Detroit Red Wings,Nashville Predators,1,4
3c4e0d6dda014d0ecf7d1e1ca0cc3528,2022-04-29,Detroit Red Wings,New Jersey Devils,5,3
5de418bb11b97af39657f358d38283a8,2021-12-10,Detroit Red Wings,Colorado Avalanche,7,3
7f29a6b5abb433776e1b31330c55f64d,2022-04-12,Detroit Red Wings,Ottawa Senators,4,1
5da576904b4df988de880433dcb3de63,2021-10-14,Detroit Red Wings,Tampa Bay Lightning,7,6
ab12d8bbb1d450a48a7d1fb3b4801ed7,2022-01-11,Detroit Red Wings,San Jose Sharks,2,3
cadf6a790d228445581ae279e8e87847,2021-11-30,Detroit Red Wings,Boston Bruins,1,2
98448306cf39b2bb16963bc218c1d7e8,2022-01-04,Detroit Red Wings,San Jose Sharks,2,6
ceff365045eb85998f947a66dc869e08,2022-04-05,Detroit Red Wings,Boston Bruins,5,3
4af71396d9924a65034ac6e52b9914f5,2021-11-09,Detroit Red Wings,Edmonton Oilers,2,4
cc0d9969aea493eecc472ff966180ec2,2021-11-18,Detroit Red Wings,Vegas Golden Knights,2,5
1fae5159e81aae4b205951a6bef70e43,2022-01-09,Detroit Red Wings,Anaheim Ducks,4,3
e8b52ddc473d4a6f0219adfa70814501,2021-11-04,Detroit Red Wings,Boston Bruins,5,1
7fc3c247af31fd28add46c579989c6b6,2022-03-27,Detroit Red Wings,Pittsburgh Penguins,2,1
1b3396f253631a260398cbe93bc80625,2022-01-08,Detroit Red Wings,Los Angeles Kings,0,4
bb797c33dcd39b8a59dc009f26fb078c,2021-12-31,Detroit Red Wings,Washington Capitals,3,1
fa1ecc6fd9a5aee1831e7c0977c4c3f8,2022-03-15,Detroit Red Wings,Edmonton Oilers,5,7
0867c00a1593924d8580f170c6ee4bbb,2022-01-29,Detroit Red Wings,Toronto Maple Leafs,7,4
52ba6f5f8f0c3d9de09043129c013b7a,2022-04-14,Detroit Red Wings,Carolina Hurricanes,0,3
8983e20f9f024c83aead24e36eb71b10,2022-03-19,Detroit Red Wings,Seattle Kraken,2,4
082b75fc3cad721784022a93c57d51d7,2022-02-23,Detroit Red Wings,Colorado Avalanche,2,5
1111d880498e4c6568fdce4992883945,2022-04-14,Edmonton Oilers,Nashville Predators,4,0
d63cdd91f02d193324e316073b6c4bf6,2022-02-02,Edmonton Oilers,Washington Capitals,5,3
8a0b36693d45bdab2414a93e2952368b,2022-03-17,Edmonton Oilers,Buffalo Sabres,6,1
562168b60cd4ebe128afc966135e2a4c,2022-03-28,Edmonton Oilers,Arizona Coyotes,6,1
de361f123c9991c5fe7723292dfaf844,2021-10-27,Edmonton Oilers,Philadelphia Flyers,5,3
5ef2139c5137d1564adb1543cb2ab2fd,2021-12-11,Edmonton Oilers,Carolina Hurricanes,1,3
784db16f746cc12ec9fb75aae1356693,2022-02-23,Edmonton Oilers,Tampa Bay Lightning,3,5
2edb0ee8d35c7cf1b2827d09cf87a6f0,2022-01-05,Edmonton Oilers,Toronto Maple Leafs,2,4
d2845e9e949ed0b9a1952e3d549d5144,2021-11-23,Edmonton Oilers,Dallas Stars,4,1
854c8e0da93583a42e758827c1ec5521,2021-12-03,Edmonton Oilers,Seattle Kraken,3,4
8618ae6c2d5c43c420aa7ca362708216,2022-01-01,Edmonton Oilers,New York Islanders,2,3
d1098a1739b33c38e2b899c7ea34b6b1,2021-10-19,Edmonton Oilers,Anaheim Ducks,6,5
d4e9152e76862e8d463b1835239ba6d3,2022-03-09,Edmonton Oilers,Washington Capitals,3,4
b07cf038f34c69bdc8b9f8de4f5e609d,2022-04-12,Edmonton Oilers,Minnesota Wild,1,5
4a4783e1436aa80b61e22edd706201a5,2022-01-03,Edmonton Oilers,New York Rangers,1,4
d0233c4ee5dc89d0922b3690df6d5b38,2021-11-24,Edmonton Oilers,Arizona Coyotes,3,5
62c20a0b5c3fc86632979d25d4bd77b4,2022-03-03,Edmonton Oilers,Chicago Blackhawks,4,3
28ecc87ad2e7e612bee60cbb6faf414a,2022-03-30,Edmonton Oilers,Los Angeles Kings,3,4
e18724489f286e6db83a4be055113f76,2022-03-15,Edmonton Oilers,Detroit Red Wings,7,5
b3ff023547616a5bffc193360d705988,2021-12-14,Edmonton Oilers,Toronto Maple Leafs,5,1
a3093ae3c30e23378579c79a8bd3f0db,2021-10-30,Edmonton Oilers,Vancouver Canucks,2,1
7c9d7581efe2fd4d82892d587c673fbd,2022-02-11,Edmonton Oilers,New York Islanders,1,3
0772eb021ce883a80bba908bfa5cc241,2022-02-14,Edmonton Oilers,San Jose Sharks,3,0
20b4e1b8d35a930fec0926bd65c9b510,2022-02-08,Edmonton Oilers,Vegas Golden Knights,4,0
c348d99d6541ed3dc9dcc433e979dd39,2022-01-31,Edmonton Oilers,Ottawa Senators,2,3
1b777bc459474a8ecede294a4c208394,2022-01-27,Edmonton Oilers,Nashville Predators,2,3
2f91659226004bedbbfa6d8a824167f1,2022-03-01,Edmonton Oilers,Philadelphia Flyers,3,0
e5761963ea952eec6bb33ac5c6d8c805,2021-11-05,Edmonton Oilers,New York Rangers,5,6
54d85f935d2e365cead763b49ac4418d,2021-10-13,Edmonton Oilers,Vancouver Canucks,2,3
7d6a474ed99c268638ac97e19533ec98,2021-10-16,Edmonton Oilers,Calgary Flames,5,2
61b0d0ae83f5c43ed7e9ef25d8e11e51,2022-02-15,Edmonton Oilers,Los Angeles Kings,5,2
5bb8037543c934b6647eb75e1b9c80f9,2022-04-09,Edmonton Oilers,Colorado Avalanche,1,2
4b07a828da1755315eac560cd0bfbc3f,2022-02-09,Edmonton Oilers,Chicago Blackhawks,1,4
b1d9a2b172b99f549f28d4229b38e19a,2022-04-20,Edmonton Oilers,Dallas Stars,5,2
b29bf8af3b55e35ed1cab510ba15dbdb,2022-04-03,Edmonton Oilers,Anaheim Ducks,1,6
0dce47eb03caac86a05367911e3e4628,2022-01-25,Edmonton Oilers,Vancouver Canucks,3,2
f06b5d87cc9767d5230f220bc980944c,2022-03-21,Edmonton Oilers,Colorado Avalanche,3,2
cc95deb54ee6a4d37f78ab6d4d585a70,2021-12-01,Edmonton Oilers,Pittsburgh Penguins,2,5
ffeb5be8437457a8b95f68ab7366ec28,2022-03-05,Edmonton Oilers,Montreal Canadiens,5,2
07eb037f85551f76c104bf1321746a77,2022-03-22,Edmonton Oilers,Dallas Stars,5,3
fe28252609aefdeba5e0da4eba0a9328,2021-12-16,Edmonton Oilers,Columbus Blue Jackets,5,2
b4325dff72f787ecc430416070383d4e,2022-02-17,Edmonton Oilers,Anaheim Ducks,7,3
4950fcff470a2b50dc0ddcf4cde66fb6,2021-11-09,Edmonton Oilers,Detroit Red Wings,4,2
0a63e9a857d7e67e6c6c90933a2cfdad,2022-01-22,Edmonton Oilers,Calgary Flames,5,3
3a25c9877d93db6a277579d1f0d43587,2022-04-24,Edmonton Oilers,Columbus Blue Jackets,5,2
9a135c95c57f5b0e9ac949e2278bb46c,2022-03-19,Edmonton Oilers,New Jersey Devils,3,6
8c67d65e68154269cdc97c6cf7324db9,2021-12-07,Edmonton Oilers,Minnesota Wild,4,1
de489d13aa5004498efb620aaf166eec,2022-04-05,Edmonton Oilers,San Jose Sharks,2,1
5a28627643f828ad755e5358092bf88b,2022-03-07,Edmonton Oilers,Calgary Flames,3,1
143ba93895283a31f26f68ba67161d7a,2021-11-11,Edmonton Oilers,Boston Bruins,3,5
815e81cd75a1dd0db736b0713caae2a6,2022-04-26,Edmonton Oilers,Pittsburgh Penguins,5,1
