sk_games,date,team,opponent,real_score,opponent_real_score
5cbda6411876b9d0526d44d7d2777e40,2022-04-02,Montreal Canadiens,Tampa Bay Lightning,5,4
34c935f88a7971a9843286f6b96bbd8f,2021-11-11,Montreal Canadiens,Calgary Flames,4,2
db648e7324c6926f3e32f25982a636cd,2022-01-22,Montreal Canadiens,Colorado Avalanche,3,2
998ae1768f6b08ea47d389815ef835c1,2022-04-23,Montreal Canadiens,Ottawa Senators,4,6
300baa3636a501d0894035af7ad7a7ca,2021-12-16,Montreal Canadiens,Philadelphia Flyers,2,3
704573cf99adda60e19c87f77b547256,2021-11-09,Montreal Canadiens,Los Angeles Kings,2,3
ed30ad30fd72810cfe3730a476020c92,2022-04-05,Montreal Canadiens,Ottawa Senators,6,3
3d6739238e575cb51a48c319b7d1b359,2022-04-09,Montreal Canadiens,Toronto Maple Leafs,2,3
5ff1ba8b9905e5b3caa11d2a7b5483e1,2021-11-20,Montreal Canadiens,Nashville Predators,3,6
172752d5ecdbec9d2ce9531edf8c4f05,2022-02-17,Montreal Canadiens,St Louis Blues,2,3
92fd91a766063a11953ac81891c18a2a,2021-10-23,Montreal Canadiens,Detroit Red Wings,6,1
69fb08ddd31bbb04d1cc97ca36f67f4c,2022-04-07,Montreal Canadiens,New Jersey Devils,7,4
cb7ece61f70bc341bc1d164b204b7b10,2022-01-24,Montreal Canadiens,Minnesota Wild,8,2
6a94b86307bba36edfacc504fd601523,2021-11-02,Montreal Canadiens,Detroit Red Wings,3,0
9c9570b8b53033d257b3b63ae7045cbe,2022-04-19,Montreal Canadiens,Minnesota Wild,0,2
ac230e7bc3235c438a850b9adfd4598f,2022-02-10,Montreal Canadiens,Washington Capitals,5,2
a81ea2acde144fed0baa02a31d64cb1c,2022-03-21,Montreal Canadiens,Boston Bruins,2,3
c5039b02bdb4f7d39ad00a7c7a5431ab,2021-12-09,Montreal Canadiens,Chicago Blackhawks,0,2
612d62e0b42644e650ed28a9b8b5c0c4,2021-12-14,Montreal Canadiens,Pittsburgh Penguins,2,5
b2393a50245435089a9f26bd61479d63,2021-10-30,Montreal Canadiens,Los Angeles Kings,5,2
fa1122134bcd074df9efe4190ffbd237,2021-11-06,Montreal Canadiens,Vegas Golden Knights,5,2
0f765106cf8a0ac3eb942a4ee9185e15,2022-04-21,Montreal Canadiens,Philadelphia Flyers,6,3
6f8bc14ce5048eb7d62ed44d74e60d00,2022-01-27,Montreal Canadiens,Anaheim Ducks,4,5
e797db4da05af0df216cb9fe07dd8204,2021-10-13,Montreal Canadiens,Toronto Maple Leafs,1,2
7deaeef096d208b156a8375d6a5a2ff0,2022-04-24,Montreal Canadiens,Boston Bruins,3,5
1db4ae4f541042a0de6cefc3e7177b06,2021-12-02,Montreal Canadiens,Colorado Avalanche,1,4
03695b44a28ae2eff6bf8e06a52712de,2021-10-26,Montreal Canadiens,Seattle Kraken,1,5
3ff78be0b1d8373bbeebf965a72fd425,2022-02-08,Montreal Canadiens,New Jersey Devils,7,1
02ebe53242262e0992ee43dfabccaddb,2021-11-26,Montreal Canadiens,Buffalo Sabres,4,1
87f1da25b422d54c39a0fb8593a76d35,2021-11-24,Montreal Canadiens,Washington Capitals,3,6
a3d7edf69476aa90e969c1a1d44dcfea,2021-10-28,Montreal Canadiens,San Jose Sharks,4,0
1813f87da509816142e78f5a1497a9a3,2022-02-23,Montreal Canadiens,Buffalo Sabres,4,0
0a9ea1bbe45f0310162edb7b9b955d56,2022-04-13,Montreal Canadiens,Columbus Blue Jackets,5,1
4ae496c2a7333ed2194499d2fb9a054e,2022-03-29,Montreal Canadiens,Florida Panthers,7,4
37904a8d2883283720a5633f443e79fa,2022-03-19,Montreal Canadiens,Ottawa Senators,1,5
f8cb668ea04d7333b15ca235c499ce5f,2022-01-01,Montreal Canadiens,Florida Panthers,5,2
1199dac7d14990b5a29e4dbbed955179,2021-11-30,Nashville Predators,Columbus Blue Jackets,6,0
41b5e4d64e6714cb42396c8599e0718e,2022-02-18,Nashville Predators,Carolina Hurricanes,5,3
8ed8441209e317032c68e3b5dd5772ed,2022-04-05,Nashville Predators,Minnesota Wild,6,2
9f7747cc0a8684e7b218fdf4456bea41,2021-11-20,Nashville Predators,Montreal Canadiens,6,3
e8acf3a1a67c2a5eebb602ec8295f404,2021-12-07,Nashville Predators,Detroit Red Wings,2,5
fbd6bb42194d3ebf13c54fc41a73e24f,2022-01-20,Nashville Predators,Winnipeg Jets,2,5
482f63d700970f108487a50de9e696b8,2021-12-02,Nashville Predators,Boston Bruins,0,2
0126d02f3dd5f00f0d9b9ebfe2269e6b,2022-03-27,Nashville Predators,Philadelphia Flyers,4,5
fdfecf134750f9f8a9942f590ab6f6e1,2021-11-11,Nashville Predators,St Louis Blues,4,3
15e4c918934c056c3040bdaa9432ef3e,2022-03-12,Nashville Predators,St Louis Blues,7,4
bc70736725928d5ad6ae6efaeac30ee3,2022-01-06,Nashville Predators,Los Angeles Kings,2,4
b55a97805dd5b65513982bcfe0441c4a,2022-02-15,Nashville Predators,Washington Capitals,4,1
a94cb28985ac0416434202e87c0f153b,2021-12-12,Nashville Predators,New York Rangers,1,0
2fa5b35e52d85835e432c6e5b3cfebf5,2022-04-09,Nashville Predators,Florida Panthers,1,4
08bfd44f581174106d0ccb5a9ebb182f,2022-04-29,Nashville Predators,Arizona Coyotes,5,4
44eb438ea33dda106079c2cd8e5d5532,2022-03-02,Nashville Predators,Seattle Kraken,3,4
856d9beb8984d7ae4c7fb926ff5a945b,2021-12-17,Nashville Predators,Chicago Blackhawks,2,3
888e5992e6e9db6c3b11874c07eff1e4,2022-03-15,Nashville Predators,Pittsburgh Penguins,1,4
c09de4d4fa9d1cdbd0cfecbc5a6c39cd,2021-11-03,Nashville Predators,Edmonton Oilers,5,2
5bf48c20f5a2ee5a6dff07cc59deaf97,2021-10-14,Nashville Predators,Seattle Kraken,4,3
939a6292a5c7a9657f0c501039116d32,2021-10-30,Nashville Predators,New York Islanders,2,3
0cc628983206abad656d6def043aa7ca,2022-01-27,Nashville Predators,Edmonton Oilers,3,2
60bf76eb65ab1dd7114e945b89e52f91,2021-11-02,Nashville Predators,Calgary Flames,2,3
c58e78f7ca987da45c5c9ad01d65d054,2022-03-10,Nashville Predators,Anaheim Ducks,4,1
1145769f0a49fca51484c449ac14ee26,2021-11-05,Nashville Predators,Vancouver Canucks,3,2
4c253146644b1b917c2055b61c1a57b6,2022-03-24,Nashville Predators,Vegas Golden Knights,1,6
df396db877ab13993ec2e37d1c8ac0a3,2021-11-13,Nashville Predators,Arizona Coyotes,4,1
cbd79d548b24a79900e8261d5574937e,2022-04-24,Nashville Predators,Minnesota Wild,4,5
2a982d113e6332800c553b33524d9a3d,2022-01-18,Nashville Predators,Vancouver Canucks,3,1
593e54b34161c80a810c2f1f386aa229,2022-02-24,Nashville Predators,Dallas Stars,2,1
c8508724b63063f7bfec73ffa79d5036,2021-12-04,Nashville Predators,Montreal Canadiens,4,3
1669846c42f8ea8caa80d2d2b5c2d2a3,2022-03-08,Nashville Predators,Dallas Stars,2,1
a598ffd37855a8c5fa9c8a9bc5de8793,2022-04-01,Nashville Predators,Buffalo Sabres,4,3
241461b91e286f6020939ac116fe2282,2022-01-17,Nashville Predators,St Louis Blues,3,5
d9dd762e14a958f55961f06fa677fe23,2021-12-10,Nashville Predators,New Jersey Devils,2,3
47fe427594502b1e938d6610b56b7854,2022-04-17,Nashville Predators,St Louis Blues,8,3
88bb6912adfb8639e159464e87876a1f,2022-02-01,Nashville Predators,Vancouver Canucks,2,4
62765c78c48fcf8be924e29291f35dc5,2022-01-15,Nashville Predators,Boston Bruins,4,3
3e7c4c2f1aab41ede6ff11b01d8fd55d,2021-11-24,Nashville Predators,Vegas Golden Knights,5,2
c4a10367d575c4d345e9761e06ec66c2,2021-10-21,Nashville Predators,New York Rangers,3,1
4240d5deb08be4282ddd05debe233086,2021-10-26,Nashville Predators,San Jose Sharks,1,3
28d0c6e4333cc7f0ebe1c9d3e842ffa4,2022-03-17,Nashville Predators,Philadelphia Flyers,4,5
655760f3760b518a62ce7e660551b21a,2021-11-27,Nashville Predators,Colorado Avalanche,6,2
6e205d1730b0e2d2e44188cc62eef6c9,2021-12-30,Nashville Predators,Columbus Blue Jackets,4,3
97334515a0383bc0e67ff25b330c63c0,2022-02-22,Nashville Predators,Florida Panthers,4,6
9bbc32bd9d4609d5329f1d0e433bd47f,2022-03-29,Nashville Predators,Ottawa Senators,1,4
443a9189575bc519743dbad106022ad9,2022-04-28,Nashville Predators,Colorado Avalanche,4,5
3228169c5181eb5bf6931f59c5ee3421,2022-04-07,Nashville Predators,Ottawa Senators,3,2
c22510f29fb4f888d4aec97946585b83,2022-01-04,Nashville Predators,Vegas Golden Knights,3,2
51c4b6bc5b6bd614b5c5925691414da1,2021-11-26,Nashville Predators,New Jersey Devils,4,2
a7eb6a4f412a19afb8ed4f8105d06760,2022-02-26,Nashville Predators,Tampa Bay Lightning,3,2
034fdab9e36d5f768174cfcc39333885,2022-01-08,Nashville Predators,Arizona Coyotes,2,4
27ce810debaf1bf6aeafb5eed1ce243e,2021-11-16,Nashville Predators,Toronto Maple Leafs,0,3
50c81142af2042e0a2d883a743e54010,2022-01-13,Nashville Predators,Buffalo Sabres,1,4
eceeaee18b260030b6fac7a8a6809da8,2021-12-09,Nashville Predators,New York Islanders,4,3
86ec728691f35bf6a91d1f650920c5df,2021-10-16,Nashville Predators,Carolina Hurricanes,2,3
b91fec812e0931761aa52878c5cf5f6e,2021-12-29,Nashville Predators,Washington Capitals,3,5
4f5d3731461c16c821b7838eaed0d12e,2022-04-12,Nashville Predators,San Jose Sharks,0,1
a4727b8f80d6199cadeb6750089dfc42,2022-04-14,Nashville Predators,Edmonton Oilers,0,4
cdbc38cc04dbbe0dcfc99dc707cc5878,2022-04-10,Nashville Predators,Pittsburgh Penguins,2,3
104ce6e825f9a8790136e3c2be476fb2,2022-03-19,Nashville Predators,Toronto Maple Leafs,3,6
9c93e1a74874d85bb2859fd2b71698ea,2021-11-07,Nashville Predators,Chicago Blackhawks,2,1
17c1564bc0f4051b2fb7bcd39d482d9c,2021-10-24,Nashville Predators,Minnesota Wild,2,5
14e08ace89fe7963218c29f72c210bfd,2022-04-23,Nashville Predators,Tampa Bay Lightning,2,6
4986a034af25ee9ee0b9e65f0c9a2229,2022-03-21,Nashville Predators,Anaheim Ducks,3,6
2695de47b967d4b4cd703cebe6a80204,2021-10-19,Nashville Predators,Los Angeles Kings,2,1
46fe327f92d25bc93cfd971d88dac7cc,2022-02-09,Nashville Predators,Dallas Stars,4,3
2699c2aa2fd3dd228b4cbb6e8c6926ba,2022-03-05,Nashville Predators,San Jose Sharks,8,0
8a26ae559358abb6906e1d43d0e974b8,2022-02-12,Nashville Predators,Winnipeg Jets,5,2
c830d332b9286677bb0be28791ae55f8,2022-03-22,Nashville Predators,Los Angeles Kings,6,1
35088c08c0ac5d6c73b033b62f782bf2,2022-01-25,Nashville Predators,Seattle Kraken,4,2
8c36302b5bea1502a65c8a82a514c04f,2021-11-22,Nashville Predators,Anaheim Ducks,3,2
ba903f0032a741abea7650326c73cdc3,2022-01-22,Nashville Predators,Detroit Red Wings,4,1
17f9085d455e88a4270b68a76ea4321f,2022-03-13,Nashville Predators,Minnesota Wild,2,6
f03fe12d517a59c2bb73e836a2778c92,2022-01-01,Nashville Predators,Chicago Blackhawks,6,1
2337ec2c8066d8597e02a9d6ff6a8162,2022-04-16,Nashville Predators,Chicago Blackhawks,4,3
ec072ce9c895f00ffc4eb2ba4dbfe34a,2021-12-16,Nashville Predators,Colorado Avalanche,5,2
8794a06562a834efc69168ee7cf01e6e,2021-10-23,Nashville Predators,Winnipeg Jets,4,6
a19d5ddafe159e80227d00479c68c111,2022-04-26,Nashville Predators,Calgary Flames,4,5
92ac7d74aa37b55e2917d3501d925229,2022-01-11,Nashville Predators,Colorado Avalanche,5,4
03a47420452891f421d59f9906964d59,2022-04-19,Nashville Predators,Calgary Flames,3,2
12b44e104e111dc506a460d79ec6e48c,2021-11-10,Nashville Predators,Dallas Stars,2,4
9ba201a9204d84acbbf30b2d81ea4d8b,2021-10-19,New Jersey Devils,Seattle Kraken,2,4
ab0961d33786cee5b9318bc828429063,2021-12-10,New Jersey Devils,Nashville Predators,3,2
331cc483caae74c1bc5f800691979e3e,2021-12-11,New Jersey Devils,New York Islanders,2,4
dfde7f6a1d7dadb5cddc0bf55c391274,2021-12-03,New Jersey Devils,Winnipeg Jets,4,8
714157c44b661cf9b5dc44b04f48b9f2,2021-12-02,New Jersey Devils,Minnesota Wild,5,2
7618b1993aaf752e3863dd6db815634b,2021-12-14,New Jersey Devils,Philadelphia Flyers,1,6
670600c7b1a3b99f567e49868c94d7ca,2022-04-03,New Jersey Devils,New York Islanders,4,3
1a0828ccd61fb0e0b2baf2fa5488fcac,2021-11-30,New Jersey Devils,San Jose Sharks,5,2
33e86061e19f10cfdc9b133b61e0cfda,2022-04-09,New Jersey Devils,Dallas Stars,1,3
24e52e465411580e032704d2cc466365,2022-04-02,New Jersey Devils,Florida Panthers,6,7
a49e505a76646fd7ef737133081e6e7a,2021-12-16,New Jersey Devils,Vegas Golden Knights,5,3
9a1972f891b500e980293cdd9d9fed4f,2022-03-08,New Jersey Devils,Colorado Avalanche,5,3
821abdb033843efaf6ad03fc521a7328,2021-12-18,New Jersey Devils,Detroit Red Wings,5,2
6c149ed3ff24640b791b38f6d13ab534,2021-11-28,New Jersey Devils,Philadelphia Flyers,2,5
7d4e37cff386da650713d44c91653ed4,2021-12-19,New Jersey Devils,Pittsburgh Penguins,3,2
0c10e84b5fc3eec7000daa64803784f6,2021-12-29,New Jersey Devils,Buffalo Sabres,3,4
992920d090619b2887670071789089d1,2022-03-31,New Jersey Devils,Boston Bruins,8,1
62dcd94e6979a6e222df53c4417a8baf,2022-02-28,New Jersey Devils,Vancouver Canucks,2,7
6afe5f7acf917a0af538aeb55dc53003,2022-04-12,New Jersey Devils,Arizona Coyotes,2,6
545c20bd8a2d038efc26d673be383276,2021-12-31,New Jersey Devils,Edmonton Oilers,6,5
3be7a33e155fd73542a6f205bfdddc43,2021-11-26,New Jersey Devils,Nashville Predators,2,4
23499e3f85766a787fcf15e8c80fa5fd,2021-11-24,New Jersey Devils,Minnesota Wild,2,3
65fa0250c67cb1315ebb1586eb4f498d,2022-01-02,New Jersey Devils,Washington Capitals,4,3
66a1a3b77c98a8886d2ca895b11b30e8,2022-01-04,New Jersey Devils,Boston Bruins,5,3
2f74e22da40a8071752585cb1e54e75f,2022-01-06,New Jersey Devils,Columbus Blue Jackets,3,1
9ec89e329e51add1964852e4f398854d,2021-10-15,New Jersey Devils,Chicago Blackhawks,4,3
0e090b09b39905268a3c5e72c779ad99,2022-04-14,New Jersey Devils,Colorado Avalanche,3,1
779959dcbe8d378101f81157243c31a5,2022-01-08,New Jersey Devils,Columbus Blue Jackets,4,3
e2964f1d41d40e718f9e4bd8281724a1,2021-11-20,New Jersey Devils,Tampa Bay Lightning,5,3
7f5b49eccaab4e1211c0367258f86c3b,2022-03-27,New Jersey Devils,Montreal Canadiens,3,2
77b41721229b768afea8fe6ba2223395,2021-11-18,New Jersey Devils,Florida Panthers,4,1
0f9df8d70ce68e3b359cf4aed6c9aade,2022-01-13,New Jersey Devils,New York Islanders,2,3
689f899a1a071131fb04ac34d9cc22d3,2022-04-16,New Jersey Devils,Seattle Kraken,3,4
a003ad6c07a5d456ad1d66da8318cc24,2022-03-26,New Jersey Devils,Washington Capitals,3,4
d6db8fd73c3e3760957bfdc75a905c5b,2021-11-14,New Jersey Devils,New York Rangers,3,4
a220370bd9877c5ecc6e88227781f2d5,2022-03-01,New Jersey Devils,Columbus Blue Jackets,4,3
98a460fe82ea5cbefdf020af4967f2bd,2021-11-13,New Jersey Devils,Boston Bruins,2,5
b7518fbde94ee10dc7c0a46bae353142,2022-01-19,New Jersey Devils,Arizona Coyotes,1,4
2afd39b52fa5cb7d666fda43825d8214,2022-04-18,New Jersey Devils,Vegas Golden Knights,3,2
248e635bf7f0068f24b9da8f8bd5d744,2022-03-23,New Jersey Devils,Toronto Maple Leafs,2,3
c7ef039198a078a4806fe9807780c72a,2021-11-11,New Jersey Devils,New York Islanders,0,4
cf187bfcc035010c352fdafb70dd34bd,2021-11-09,New Jersey Devils,Florida Panthers,7,3
e4b08baf890f6dfb0695a279cdb532c2,2022-01-22,New Jersey Devils,Carolina Hurricanes,7,4
dd8486c25cf61c1b4f96c6bd8c776f42,2022-03-22,New Jersey Devils,New York Rangers,4,7
994196349140da30b9a88ec7b995272b,2022-01-23,New Jersey Devils,Los Angeles Kings,2,3
392e9ac8b14e793aaa3e09a878a6989d,2022-03-04,New Jersey Devils,New York Rangers,1,3
ca3092a80abea8eaec9825e09bbfa1d5,2022-01-25,New Jersey Devils,Dallas Stars,1,5
0b12f33fa465a8d8c25e4129bf6b4f7a,2022-01-27,New Jersey Devils,Tampa Bay Lightning,2,3
c3f37c5bb71bc2f736934f782f5546c5,2021-11-06,New Jersey Devils,San Jose Sharks,3,2
1fe68de5a66e7e76bd181f79c13674c6,2021-11-05,New Jersey Devils,Los Angeles Kings,3,2
af7810df95b8861e594446cae54db5bb,2022-01-29,New Jersey Devils,Carolina Hurricanes,2,1
ea8d7ff1532aeab4324750f0fd5d80de,2022-04-21,New Jersey Devils,Buffalo Sabres,2,5
0bd1fa4f2e6fd75a61d279675be41a7c,2022-03-19,New Jersey Devils,Edmonton Oilers,6,3
8d39e8220dc1246297725d7cf5ac417c,2022-01-31,New Jersey Devils,Toronto Maple Leafs,4,6
73266d18e86393d0206458c41da45961,2021-11-02,New Jersey Devils,Anaheim Ducks,4,0
ca2f174b0422891bb1d2036363cbd28a,2022-02-01,New Jersey Devils,Toronto Maple Leafs,7,1
e482d4df94a1e0952c442e2fb8251a39,2021-10-31,New Jersey Devils,Columbus Blue Jackets,3,4
402e173aeff4fda0dd003494180d8de9,2022-02-07,New Jersey Devils,Ottawa Senators,1,4
af19fc1ab89bb5e375623f7707080b54,2022-04-23,New Jersey Devils,Carolina Hurricanes,2,3
09bacca915654401c9b3c388144e1402,2022-02-08,New Jersey Devils,Montreal Canadiens,1,7
18bcbe96e8a2890ab5e289490ec5edca,2021-10-30,New Jersey Devils,Pittsburgh Penguins,4,2
e2bbbd88f95f802afbc0e5e32d40ed63,2022-03-16,New Jersey Devils,Calgary Flames,6,3
7be4f293bb420f369ab7d41c285ed7f2,2022-02-10,New Jersey Devils,St Louis Blues,7,4
1f5b305f0ccc8d040c5242acd6d4e4f1,2022-02-13,New Jersey Devils,Pittsburgh Penguins,4,2
2b5f80f9c70a922f35362b2db90c8f58,2022-04-24,New Jersey Devils,Detroit Red Wings,0,3
df70424dbaba2c8b502674b6221295a9,2022-03-15,New Jersey Devils,Vancouver Canucks,3,6
a28e40453b2cc21d9501eb49a74cbf2f,2021-10-26,New Jersey Devils,Calgary Flames,3,5
90d5de8e8cb1e43022410f540aec2498,2022-04-26,New Jersey Devils,Ottawa Senators,4,5
08c8ea6fe5189cfec8e88936b1b4fd19,2022-02-15,New Jersey Devils,Tampa Bay Lightning,6,3
6aa3c8425bc556c3dc015c8d33e14817,2021-10-23,New Jersey Devils,Buffalo Sabres,2,1
aee56f7edfe6ed6bd443a44dbc704db4,2021-10-21,New Jersey Devils,Washington Capitals,4,1
7ac739de73a015cc321d6441bac1ae96,2022-03-12,New Jersey Devils,Anaheim Ducks,2,1
66b9d29224a007be6909dea2e0e571f9,2022-04-28,New Jersey Devils,Carolina Hurricanes,6,3
79b59b859d62649dd34126d65caaaf93,2022-02-24,New Jersey Devils,Pittsburgh Penguins,6,1
7b9ae993258a87b1c974ab027617da54,2022-04-29,New Jersey Devils,Detroit Red Wings,3,5
77893f26f8395ca077c6aeaeca89648d,2022-02-25,New Jersey Devils,Chicago Blackhawks,8,5
e972511c10d0632d348c13ac96f55364,2022-03-10,New Jersey Devils,Winnipeg Jets,2,1
5d93d98b48bdde489def3f111de6086e,2022-03-06,New Jersey Devils,St Louis Blues,2,3
19022a6b831eda83d19d2b78839d5288,2021-12-06,New Jersey Devils,Ottawa Senators,3,2
84b2c14d6b3f3b660708a231d6b8abe7,2021-12-08,New Jersey Devils,Philadelphia Flyers,0,3
20691d9d435cb8e2ea4b3e85c81731d1,2022-04-07,New Jersey Devils,Montreal Canadiens,4,7
aa487802797c8eeaf2a99980e90bbdfe,2022-04-05,New Jersey Devils,New York Rangers,3,1
7bf64eaaa1cf626e7ae2da32452ffe0e,2022-04-08,New York Islanders,Carolina Hurricanes,1,2
f1ea6ecf09868be55c520154c1d52986,2021-12-16,New York Islanders,Boston Bruins,3,1
d0ed4dc38647eb4d7ed9bad2a1b1282e,2022-03-11,New York Islanders,Winnipeg Jets,2,5
e16c6fe63919261167c7e7b8a687b5f4,2022-03-24,New York Islanders,Detroit Red Wings,5,2
7deaaffbbd71538a88603fc8ac5a32a7,2022-01-18,New York Islanders,Philadelphia Flyers,4,3
621ee384002252bd0a2ab0b2f5848e85,2022-02-12,New York Islanders,Calgary Flames,5,2
3a80da0f7b4a322223a2399ca6536d3d,2022-04-12,New York Islanders,Pittsburgh Penguins,4,5
d2ddf75556c39d8dd3775c2349c39956,2021-10-19,New York Islanders,Chicago Blackhawks,1,4
62247fd91f7072a51beb21369401541c,2022-04-17,New York Islanders,Toronto Maple Leafs,2,4
2ec998d61d15ae05d83179fd852aa939,2022-01-17,New York Islanders,Philadelphia Flyers,1,4
68182ec71365879213ad8dc93e33883d,2022-01-30,New York Islanders,Minnesota Wild,3,4
92de46257a0cdb3fac5e0f13c15ce340,2022-03-29,New York Islanders,Columbus Blue Jackets,3,4
ef4e50566c8a86d6e86af3f3a3ea0276,2022-03-03,New York Islanders,Vancouver Canucks,4,3
04dc57cd9a1649ca11c4cbd2f646ba90,2022-03-19,New York Islanders,Dallas Stars,4,2
e15c15a1c7619e696f9fc075733d1a51,2022-01-27,New York Islanders,Los Angeles Kings,2,3
f48b96fb34eaf0cdf9139510b3f5b2d1,2022-04-09,New York Islanders,St Louis Blues,1,6
ee5354109d78258577558600a9b5d5a7,2021-11-21,New York Islanders,Toronto Maple Leafs,3,0
0032fc5e5430ff288a420f079537c66d,2022-02-20,New York Islanders,Montreal Canadiens,2,3
0be30cb3a1f1c447ef6acd169433e96e,2022-03-05,New York Islanders,St Louis Blues,1,2
f3d58bbbada2d1097e9808ca35f3832b,2021-11-20,New York Islanders,Calgary Flames,2,5
27329eb386779adee85e22c10bbf8afa,2022-03-17,New York Islanders,New York Rangers,2,1
2025431fbe02664ffc8a6bbe40feb49d,2022-03-15,New York Islanders,Washington Capitals,3,4
c5e5de514927709421772c5ddab129f3,2022-02-02,New York Islanders,Seattle Kraken,3,0
3603a8d748037bdef042da81bd4c2cd6,2022-03-20,New York Islanders,Philadelphia Flyers,1,2
359c8e2130f10050f8a3f4975d22f78e,2022-04-21,New York Islanders,New York Rangers,6,3
712b46c18b166a99a8d2dc1028aca55e,2022-04-14,New York Islanders,Pittsburgh Penguins,3,6
b12b39e52f72176fc4bd2de110e97903,2021-11-15,New York Islanders,Tampa Bay Lightning,1,4
980d2e09727a9994c444d71418c32259,2021-10-21,New York Islanders,Columbus Blue Jackets,3,2
ecc9950d3eb24291f6010b96fc8fde4f,2022-03-27,New York Islanders,Tampa Bay Lightning,4,1
734e185ed8b674225dbd00a0499fc9cb,2022-01-15,New York Islanders,Washington Capitals,2,0
4784d0d29a5cd5ffeb5670f8bf122a1d,2022-04-24,New York Islanders,Carolina Hurricanes,2,5
df5226b8c9ed461f9310e7d107c096b0,2021-11-16,New York Islanders,Florida Panthers,6,1
84418f62532ff3717abf2bb15b1c92e0,2022-02-22,New York Islanders,Seattle Kraken,5,2
c308d71ac4cfe8e5957fadd88b4083da,2022-04-15,New York Islanders,Montreal Canadiens,0,3
acc11bc7a0509b31e49e0817f5a173db,2021-12-07,New York Islanders,Ottawa Senators,5,3
f5b8f822cdab97174ac69c36b0ef1df2,2022-03-26,New York Islanders,Boston Bruins,6,3
50e93c3497583813f17fba9be4436bc6,2022-01-13,New York Islanders,New Jersey Devils,3,2
3c3316979cfc319cc8bcb002e57616b1,2022-03-07,New York Islanders,Colorado Avalanche,4,5
218fd0a7546e955069c9439867f76fc5,2021-12-02,New York Islanders,San Jose Sharks,2,1
bcabefcd4d0762ab44e6e3870580a30b,2022-04-28,New York Islanders,Washington Capitals,1,5
6eff66c34611292d4aea5e71a41b0bbd,2022-04-05,New York Islanders,Dallas Stars,3,2
0e777bef533d2279d0d548ffacc2e47f,2022-02-15,New York Islanders,Buffalo Sabres,6,3
c88c02c8f5513ffc4bbba8f6405df7fa,2022-02-27,New York Islanders,Anaheim Ducks,0,4
ba3c765cdb4752db2980af0e08a3f0f6,2022-04-29,New York Islanders,Tampa Bay Lightning,6,4
1e461b20ce2a2e70e9051441df3253bf,2022-03-01,New York Islanders,Colorado Avalanche,5,3
4afcd8024855783a037c4deaa243e71b,2021-11-06,New York Islanders,Winnipeg Jets,2,0
73e177e9a6e4c86c6851f0989e0596ac,2021-12-19,New York Islanders,Vegas Golden Knights,4,3
5e1c764792a5b526b408b9bb75dfcad9,2022-04-01,New York Islanders,New York Rangers,3,0
37b45ff8ec4dd43628351a135ec5878e,2022-02-09,New York Islanders,Vancouver Canucks,6,3
17daceb5054aaf4aae94169b8f9c8bf0,2022-03-10,New York Islanders,Columbus Blue Jackets,6,0
26aa7a3a5999bdb05ca78b7bb5b9580f,2022-01-25,New York Islanders,Philadelphia Flyers,3,4
815147972a8010c110e276d40d442d20,2021-11-07,New York Islanders,Minnesota Wild,5,2
303b446269f9ac2c99b46c46775a30ad,2021-10-24,New York Islanders,Vegas Golden Knights,2,0
005d1040707751b95c8b0d865480ba4a,2021-10-14,New York Islanders,Carolina Hurricanes,6,3
db9e57d0fd66b2674147d6bf6a05f9c2,2022-04-03,New York Islanders,New Jersey Devils,3,4
ead8228221bdaac8cb65c3ff3afb3b0b,2022-02-26,New York Islanders,Los Angeles Kings,5,2
11c869a7356462c09a98ae9c0224a7b6,2021-12-09,New York Islanders,Nashville Predators,3,4
e3d92b1ea1322f9629bc492614e951fb,2021-10-16,New York Islanders,Florida Panthers,5,1
b85b39e97fad5d4c82f836d4744f7465,2022-04-19,New York Islanders,Florida Panthers,2,3
3c3cd830ca496b666bca23eb48deb69f,2022-04-23,New York Islanders,Buffalo Sabres,5,3
5b7a9a2435ab905f040c8a40fc4bdbcc,2021-11-26,New York Islanders,Pittsburgh Penguins,1,0
e6e49c96882ec6b7f317126bcc65ecf0,2022-02-17,New York Islanders,Boston Bruins,4,1
6e2d750127d939be0b293c92185084f0,2022-01-22,New York Islanders,Toronto Maple Leafs,3,1
d2860a2d1c6fea2fcb21285f804cab26,2021-12-30,New York Islanders,Buffalo Sabres,4,1
d5564ff980c6f6e7401269ab8283c43a,2021-11-04,New York Islanders,Montreal Canadiens,2,6
eff9b3b5aeb7ee5b2e541a25cce958d0,2021-12-14,New York Islanders,Detroit Red Wings,2,1
1508c789c4852b896358c9b31a375924,2022-03-22,New York Islanders,Ottawa Senators,0,3
6e30264cdebe80e95026540627ba6e9e,2022-03-31,New York Islanders,Columbus Blue Jackets,5,2
9657f96f28f8860ae079a2f3e1120bc3,2022-02-11,New York Islanders,Edmonton Oilers,3,1
8ebb4cdd3e330d5d560078d34a38ef77,2022-02-01,New York Islanders,Ottawa Senators,1,4
2a499aed287459e24e8f91bab046659f,2021-10-23,New York Islanders,Arizona Coyotes,0,3
3b1722b751955aed3f4774ae0830b8d9,2022-03-13,New York Islanders,Anaheim Ducks,4,3
d0329d9d1a6be58abd44670f46db9c00,2022-01-01,New York Islanders,Edmonton Oilers,3,2
